question,type,database
"List all streams that have a VIP who also chats in a stream that uses the Russian language and has ""Community"" in its description.",Multi-step Queries,twitch
"Find all games played by streams that have at least one chatter who is also a moderator for a stream with more than 10,000 followers and uses the English language.",Multi-step Queries,twitch
What is the total number of streams that have at least one moderator and one VIP who are different users and belong to a team created before 2017?,Multi-step Queries,twitch
"List all users who are moderators for streams that have ""Music"" in their description and belong to a team created before 2017 and have more than 50,000 followers.",Multi-step Queries,twitch
"Find all streams that have a VIP who also chats in a stream with the word ""Creative"" in its description and plays the game ""Rust"".",Multi-step Queries,twitch
"Which languages are used by streams that have at least one VIP who is also a moderator for a stream with more than 1,000,000 total view count and uses the English language?",Multi-step Queries,twitch
"List all teams that have at least one stream with more than 50,000 followers and use the Russian language and have at least 3 VIPs.",Multi-step Queries,twitch
"Find all users who chatter in streams that play the game ""Rust"" and have a moderator who also moderates a stream with the word ""Community"" in its description and belongs to a team created after 2018.",Multi-step Queries,twitch
What is the average total view count for streams that have at least 3 moderators and 2 VIPs and use the English language?,Multi-step Queries,twitch
"List all streams that have a moderator who also moderates a stream that has a VIP who is also a chatter in another stream and plays the game ""Rust"".",Multi-step Queries,twitch
"Find all games played by streams that have at least one VIP who is also a chatter in a stream that belongs to a team created before 2018 and has ""Gaming"" in its name.",Multi-step Queries,twitch
What is the total number of users who are VIPs for at least three different streams and are also moderators for at least one stream?,Multi-step Queries,twitch
"List all streams that use the English language and have a moderator who also moderates a stream with the word ""Art"" in its description and belongs to a team created after 2019 and has more than 100,000 followers.",Multi-step Queries,twitch
"Find all users who are VIPs for streams that have ""Gaming"" in their name and use the English language and have more than 100,000 followers and play the game ""Rust"".",Multi-step Queries,twitch
"Which languages are used by streams that have at least one chatter who is also a VIP for another stream that plays the game ""Rust"" and has ""Community"" in its description?",Multi-step Queries,twitch
"List all teams that have at least one stream with more than 1,000,000 total view count and play the game ""Rust"" and have a moderator who is also a VIP and uses the English language.",Multi-step Queries,twitch
Find all users who chatter in streams that belong to a team created after 2019 and have at least 2 moderators and use the Russian language.,Multi-step Queries,twitch
"What is the average number of followers for streams that have at least 2 moderators and use the Russian language and have ""Creative"" in their description?",Multi-step Queries,twitch
"List all streams that have a VIP who also chats in a stream that uses the Russian language and has ""Community"" in its description and belongs to a team created before 2017.",Multi-step Queries,twitch
"Find all games played by streams that have at least one chatter who is also a moderator for a stream with more than 10,000 followers and uses the English language and has ""Gaming"" in its name.",Multi-step Queries,twitch
"What is the total number of streams that have at least one moderator and one VIP who are different users and belong to a team created before 2017 and have more than 50,000 followers?",Multi-step Queries,twitch
"List all users who are moderators for streams that have ""Music"" in their description and belong to a team created before 2017 and have more than 50,000 followers and play the game ""Rust"".",Multi-step Queries,twitch
"Find all streams that have a VIP who also chats in a stream with the word ""Creative"" in its description and plays the game ""Rust"" and has ""Community"" in its description.",Multi-step Queries,twitch
"Which languages are used by streams that have at least one VIP who is also a moderator for a stream with more than 1,000,000 total view count and uses the English language and has ""Gaming"" in its name?",Multi-step Queries,twitch
"List all teams that have at least one stream with more than 50,000 followers and use the Russian language and have at least 3 VIPs and use the English language.",Multi-step Queries,twitch
"Find all users who chatter in streams that play the game ""Rust"" and have a moderator who also moderates a stream with the word ""Community"" in its description and belongs to a team created after 2018 and has ""Creative"" in its description.",Multi-step Queries,twitch
"What is the average total view count for streams that have at least 3 moderators and 2 VIPs and use the English language and have ""Gaming"" in their name?",Multi-step Queries,twitch
"List all streams that have a moderator who also moderates a stream that has a VIP who is also a chatter in another stream and plays the game ""Rust"" and has ""Community"" in its description.",Multi-step Queries,twitch
"Find all games played by streams that have at least one VIP who is also a chatter in a stream that belongs to a team created before 2018 and has ""Gaming"" in its name and uses the English language.",Multi-step Queries,twitch
What is the total number of users who are VIPs for at least three different streams and are also moderators for at least one stream and use the Russian language?,Multi-step Queries,twitch
"List all streams that use the English language and have a moderator who also moderates a stream with the word ""Art"" in its description and belongs to a team created after 2019 and has more than 100,000 followers and plays the game ""Rust"".",Multi-step Queries,twitch
"Find all users who are VIPs for streams that have ""Gaming"" in their name and use the English language and have more than 100,000 followers and play the game ""Rust"" and have ""Community"" in their description.",Multi-step Queries,twitch
"Which languages are used by streams that have at least one chatter who is also a VIP for another stream that plays the game ""Rust"" and has ""Community"" in its description and belongs to a team created before 2017?",Multi-step Queries,twitch
"List all teams that have at least one stream with more than 1,000,000 total view count and play the game ""Rust"" and have a moderator who is also a VIP and uses the English language and has ""Gaming"" in its name.",Multi-step Queries,twitch
"Find all users who chatter in streams that belong to a team created after 2019 and have at least 2 moderators and use the Russian language and have ""Creative"" in their description.",Multi-step Queries,twitch
"What is the average number of followers for streams that have at least 2 moderators and use the Russian language and have ""Creative"" in their description and belong to a team created before 2018?",Multi-step Queries,twitch
"List all streams that have a VIP who also chats in a stream that uses the Russian language and has ""Community"" in its description and belongs to a team created before 2017 and has ""Gaming"" in its name.",Multi-step Queries,twitch
"Find all games played by streams that have at least one chatter who is also a moderator for a stream with more than 10,000 followers and uses the English language and has ""Gaming"" in its name and has ""Community"" in its description.",Multi-step Queries,twitch
"What is the total number of streams that have at least one moderator and one VIP who are different users and belong to a team created before 2017 and have more than 50,000 followers and play the game ""Rust""?",Multi-step Queries,twitch
"List all users who are moderators for streams that have ""Music"" in their description and belong to a team created before 2017 and have more than 50,000 followers and play the game ""Rust"" and have ""Community"" in their description.",Multi-step Queries,twitch
"Find all streams that have a VIP who also chats in a stream with the word ""Creative"" in its description and plays the game ""Rust"" and has ""Community"" in its description and belongs to a team created before 2019.",Multi-step Queries,twitch
"Which languages are used by streams that have at least one VIP who is also a moderator for a stream with more than 1,000,000 total view count and uses the English language and has ""Gaming"" in its name and has ""Creative"" in its description?",Multi-step Queries,twitch
"List all teams that have at least one stream with more than 50,000 followers and use the Russian language and have at least 3 VIPs and use the English language and have ""Gaming"" in their name.",Multi-step Queries,twitch
"Find all users who chatter in streams that play the game ""Rust"" and have a moderator who also moderates a stream with the word ""Community"" in its description and belongs to a team created after 2018 and has ""Creative"" in its description and has ""Gaming"" in its name.",Multi-step Queries,twitch
"What is the average total view count for streams that have at least 3 moderators and 2 VIPs and use the English language and have ""Gaming"" in their name and have ""Creative"" in their description?",Multi-step Queries,twitch
"List all streams that have a moderator who also moderates a stream that has a VIP who is also a chatter in another stream and plays the game ""Rust"" and has ""Community"" in its description and belongs to a team created before 2019.",Multi-step Queries,twitch
"Find all games played by streams that have at least one VIP who is also a chatter in a stream that belongs to a team created before 2018 and has ""Gaming"" in its name and uses the English language and has ""Creative"" in its description.",Multi-step Queries,twitch
"What is the total number of users who are VIPs for at least three different streams and are also moderators for at least one stream and use the Russian language and have ""Community"" in their description?",Multi-step Queries,twitch
"List all streams that use the English language and have a moderator who also moderates a stream with the word ""Art"" in its description and belongs to a team created after 2019 and has more than 100,000 followers and plays the game ""Rust"" and has ""Community"" in its description.",Multi-step Queries,twitch
Which users have a 'betweenness' greater than 100?,Simple Retrieval Queries,twitter
Who are the top 3 users with the most followers?,Simple Retrieval Queries,twitter
What is the average number of 'statuses' for users with 'location' set to 'Graphs Are Everywhere'?,Simple Retrieval Queries,twitter
Find users whose 'screen_name' starts with 'neo'.,Simple Retrieval Queries,twitter
List the first 5 tweets posted by the user with 'screen_name' 'neo4j'.,Simple Retrieval Queries,twitter
What is the text content of the tweet with the highest 'id'?,Simple Retrieval Queries,twitter
Which hashtags were used in the tweet with the lowest 'id'?,Simple Retrieval Queries,twitter
Find the URLs of all links contained in tweets posted by users with 'location' set to 'Sweden'.,Simple Retrieval Queries,twitter
What are the names of the sources used in tweets that mention the user with 'screen_name' 'thobe'?,Simple Retrieval Queries,twitter
List the screen names of users who follow both 'neo4j' and 'thobe'.,Simple Retrieval Queries,twitter
What is the average number of 'favorites' for tweets that use the hashtag 'education'?,Simple Retrieval Queries,twitter
Find the 'screen_name' of users who have retweeted tweets posted by 'neo4j'.,Simple Retrieval Queries,twitter
What is the 'created_at' date of the oldest tweet in the dataset?,Simple Retrieval Queries,twitter
Which users have a 'SIMILAR_TO' relationship with 'neo4j' with a score greater than 0.5?,Simple Retrieval Queries,twitter
List the 'screen_names' of the top 3 users with the highest 'betweenness' values.,Simple Retrieval Queries,twitter
Find the tweets that mention both 'neo4j' and 'thobe'.,Simple Retrieval Queries,twitter
What is the average 'betweenness' of users who follow 'neo4j'?,Simple Retrieval Queries,twitter
Which users have posted tweets containing the word 'graph' in their 'text'?,Simple Retrieval Queries,twitter
List the hashtags used by users with more than 1000 followers.,Simple Retrieval Queries,twitter
Find the tweets posted by users located in 'Sweden' that have been retweeted more than 5 times.,Simple Retrieval Queries,twitter
What is the average number of 'favorites' for tweets that contain links?,Simple Retrieval Queries,twitter
Which users have a 'following' to 'followers' ratio greater than 2?,Simple Retrieval Queries,twitter
Find the tweets that reply to tweets posted by 'neo4j'.,Simple Retrieval Queries,twitter
List the sources used in tweets that mention more than 3 users.,Simple Retrieval Queries,twitter
What is the 'text' content of the tweet with the most 'favorites'?,Simple Retrieval Queries,twitter
Which hashtags are used most frequently in tweets posted by users with 'location' set to 'Graphs Are Everywhere'?,Simple Retrieval Queries,twitter
Find the users who have interacted with 'neo4j' but do not follow them.,Simple Retrieval Queries,twitter
List the tweets that contain links to 'youtube.com'.,Simple Retrieval Queries,twitter
What is the average number of 'followers' for users who use the hashtag 'technology'?,Simple Retrieval Queries,twitter
"Find the users who have been retweeted by users with more than 10,000 followers.",Simple Retrieval Queries,twitter
"List the tweets that mention users with 'betweenness' greater than 1,000,000.",Simple Retrieval Queries,twitter
What is the 'location' of the user who posted the tweet with the earliest 'created_at' date?,Simple Retrieval Queries,twitter
Which users have posted tweets that have been retweeted by users located in the same city?,Simple Retrieval Queries,twitter
Find the hashtags that are commonly used in tweets that mention 'neo4j'.,Simple Retrieval Queries,twitter
List the tweets that contain links to websites ending in '.org'.,Simple Retrieval Queries,twitter
What is the average number of 'statuses' for users who follow more than 100 other users?,Simple Retrieval Queries,twitter
Which users have a 'SIMILAR_TO' relationship with 'thobe' with a score less than 0.2?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users with a high 'following' to 'followers' ratio.,Simple Retrieval Queries,twitter
List the sources used in tweets that mention users with more than 5000 followers.,Simple Retrieval Queries,twitter
What is the 'text' content of the tweet that has been retweeted the most times?,Simple Retrieval Queries,twitter
Which hashtags are used by users who have a high 'betweenness' centrality score?,Simple Retrieval Queries,twitter
Find the users who have interacted with 'thobe' but have never been mentioned by them.,Simple Retrieval Queries,twitter
List the tweets that contain links to websites related to 'graph databases'.,Simple Retrieval Queries,twitter
What is the average number of 'favorites' for tweets that mention users with 'location' set to 'Sweden'?,Simple Retrieval Queries,twitter
Which users have a profile picture that is not the default Twitter profile picture?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also posted tweets containing the word 'data'.,Simple Retrieval Queries,twitter
List the sources used in tweets that mention users with a high number of 'statuses'.,Simple Retrieval Queries,twitter
What is the 'location' of the user who has posted the most tweets containing the hashtag 'graphdatabases'?,Simple Retrieval Queries,twitter
Which users have a 'SIMILAR_TO' relationship with users who have a high 'betweenness' centrality score?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also liked tweets posted by 'neo4j'.,Simple Retrieval Queries,twitter
List the hashtags that are commonly used by users who follow both 'neo4j' and 'thobe'.,Simple Retrieval Queries,twitter
What is the average number of 'followers' for users who have mentioned 'neo4j' in their tweets?,Simple Retrieval Queries,twitter
Which users have a 'location' that is set to a city with a population greater than 1 million?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also retweeted tweets from 'thobe'.,Simple Retrieval Queries,twitter
List the sources used in tweets that mention users with a high 'following' count.,Simple Retrieval Queries,twitter
What is the 'text' content of the tweet that has received the most replies?,Simple Retrieval Queries,twitter
Which hashtags are used by users who have a high number of 'followers'?,Simple Retrieval Queries,twitter
Find the users who have interacted with users who have a high 'betweenness' centrality score.,Simple Retrieval Queries,twitter
List the tweets that contain links to websites that are related to 'technology'.,Simple Retrieval Queries,twitter
What is the average number of 'favorites' for tweets that mention users with a high 'statuses' count?,Simple Retrieval Queries,twitter
Which users have a profile picture that has been updated in the last month?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also followed 'neo4j' in the last week.,Simple Retrieval Queries,twitter
List the sources used in tweets that mention users with a high 'following' to 'followers' ratio.,Simple Retrieval Queries,twitter
What is the 'location' of the user who has posted the most tweets containing the word 'database'?,Simple Retrieval Queries,twitter
Which users have a 'SIMILAR_TO' relationship with users who have a high 'followers' count?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also liked tweets containing the hashtag 'graphalgorithms'.,Simple Retrieval Queries,twitter
List the hashtags that are commonly used by users who have retweeted tweets from 'neo4j'.,Simple Retrieval Queries,twitter
What is the average number of 'followers' for users who have replied to tweets from 'thobe'?,Simple Retrieval Queries,twitter
Which users have a 'location' that is set to a country in Europe?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also retweeted tweets containing the word 'analytics'.,Simple Retrieval Queries,twitter
List the sources used in tweets that mention users with a high 'betweenness' centrality score and a high 'followers' count.,Simple Retrieval Queries,twitter
What is the 'text' content of the tweet that has been quoted the most times?,Simple Retrieval Queries,twitter
Which hashtags are used by users who have a high number of 'statuses' and a high 'followers' count?,Simple Retrieval Queries,twitter
Find the users who have interacted with users who have a high 'following' to 'followers' ratio and a high 'betweenness' centrality score.,Simple Retrieval Queries,twitter
List the tweets that contain links to websites that are related to 'social media'.,Simple Retrieval Queries,twitter
What is the average number of 'favorites' for tweets that mention users with a high 'following' count and a high 'statuses' count?,Simple Retrieval Queries,twitter
Which users have a profile picture that is a custom image and not a stock photo?,Simple Retrieval Queries,twitter
Find the tweets that have been retweeted by users who have also followed users with a high 'betweenness' centrality score in the last month.,Simple Retrieval Queries,twitter
"Which users with more than 1000 followers follow both ""Neo4j"" and ""Tobias Lindaaker""?",Complex Retrieval Queries,twitter
"Find users who follow ""Neo4j"" and have a similarity score greater than 0.5 to ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the average number of followers for users who follow both ""Neo4j"" and ""Tobias Lindaaker""?",Complex Retrieval Queries,twitter
"List the top 5 users with the most followers who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"Which users have retweeted tweets that mention ""Neo4j""?",Complex Retrieval Queries,twitter
"What is the most recent tweet posted by ""Neo4j""?",Complex Retrieval Queries,twitter
"Find the tweets posted by ""Neo4j"" that contain links.",Complex Retrieval Queries,twitter
"What hashtags have been used in tweets that mention ""Neo4j""?",Complex Retrieval Queries,twitter
"List the users who have been retweeted by ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the tweets that have been retweeted by users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the average number of favorites for tweets that mention ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have the highest similarity score to ""Neo4j""?",Complex Retrieval Queries,twitter
"Find the tweets that mention both ""Neo4j"" and ""Tobias Lindaaker"".",Complex Retrieval Queries,twitter
"List the users who have mentioned ""Neo4j"" in their tweets.",Complex Retrieval Queries,twitter
"What is the total number of tweets posted by users who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"Find the tweets posted by ""Neo4j"" that have been retweeted more than 10 times.",Complex Retrieval Queries,twitter
"Which users have the most interactions with ""Neo4j""?",Complex Retrieval Queries,twitter
"List the tweets that have been replied to by ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have posted tweets that have been retweeted by ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the average betweenness centrality of users who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"Which sources have been used in tweets posted by ""Neo4j""?",Complex Retrieval Queries,twitter
"List the hashtags used in the most recent tweet posted by ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the tweets that contain links and have been posted by users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the text of the tweet with the most favorites that mentions ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have been mentioned in tweets that also mention ""Neo4j""?",Complex Retrieval Queries,twitter
"List the tweets that have been retweeted by users who have a similarity score greater than 0.5 to ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have posted tweets that mention hashtags also used by ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the average number of followers for users who have mentioned ""Neo4j"" in their tweets?",Complex Retrieval Queries,twitter
"Which users have retweeted tweets that contain links posted by ""Neo4j""?",Complex Retrieval Queries,twitter
"List the tweets that have been replied to by users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have been mentioned in the most recent tweet posted by ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the id of the tweet with the most retweets that mentions ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have the highest betweenness centrality among those who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"List the tweets that mention users who have a similarity score greater than 0.8 to ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have interacted with users who have retweeted ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the text of the tweet that has been retweeted the most by users who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"Which sources have been used in tweets that mention ""Neo4j""?",Complex Retrieval Queries,twitter
"List the hashtags that have been used in tweets that have been retweeted by ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the tweets that contain links and have been retweeted by users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the average number of favorites for tweets that have been retweeted by ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have mentioned ""Neo4j"" in their tweets and have more than 5000 followers?",Complex Retrieval Queries,twitter
"List the tweets that have been replied to by users who have a similarity score greater than 0.7 to ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have been mentioned in tweets that have been retweeted by users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the id of the tweet with the most favorites that has been posted by users who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have the highest similarity score to ""Neo4j"" and have more than 10000 followers?",Complex Retrieval Queries,twitter
"List the tweets that mention users who have interacted with ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have retweeted tweets that mention hashtags also used by ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the text of the tweet that has been retweeted the most by users who have a similarity score greater than 0.6 to ""Neo4j""?",Complex Retrieval Queries,twitter
"Which sources have been used in tweets that have been retweeted by users who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"List the hashtags that have been used in tweets that contain links and have been posted by ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the tweets that mention ""Neo4j"" and have been retweeted by users who have more than 1000 followers.",Complex Retrieval Queries,twitter
"What is the average number of favorites for tweets that mention users who have a similarity score greater than 0.9 to ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have retweeted tweets that mention ""Neo4j"" and have been posted by users with more than 5000 followers?",Complex Retrieval Queries,twitter
"List the tweets that have been replied to by users who have interacted with users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have been mentioned in the most recent tweet posted by a user who follows ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the id of the tweet with the most retweets that has been posted by a user who has a similarity score greater than 0.8 to ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have the highest betweenness centrality among those who have mentioned ""Neo4j"" in their tweets?",Complex Retrieval Queries,twitter
"List the tweets that mention users who have retweeted tweets that mention ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have interacted with users who have mentioned hashtags also used by ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the text of the tweet that has been retweeted the most by users who have interacted with ""Neo4j""?",Complex Retrieval Queries,twitter
"Which sources have been used in tweets that have been retweeted by users who have a similarity score greater than 0.7 to ""Neo4j""?",Complex Retrieval Queries,twitter
"List the hashtags that have been used in tweets that mention ""Neo4j"" and have been posted by users with more than 10000 followers.",Complex Retrieval Queries,twitter
"Find the tweets that contain links and have been retweeted by users who have mentioned ""Neo4j"" in their tweets.",Complex Retrieval Queries,twitter
"What is the average number of favorites for tweets that mention users who have retweeted tweets that mention ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have retweeted tweets that mention ""Neo4j"" and have been posted by users who have interacted with ""Neo4j""?",Complex Retrieval Queries,twitter
"List the tweets that have been replied to by users who have mentioned hashtags also used by ""Neo4j"".",Complex Retrieval Queries,twitter
"Find the users who have been mentioned in the most recent tweet posted by a user who has a similarity score greater than 0.9 to ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the id of the tweet with the most retweets that has been posted by a user who has retweeted a tweet that mentions ""Neo4j""?",Complex Retrieval Queries,twitter
"Which users have the highest similarity score to ""Neo4j"" and have retweeted a tweet that mentions ""Neo4j""?",Complex Retrieval Queries,twitter
"List the tweets that mention users who have interacted with users who have mentioned ""Neo4j"" in their tweets.",Complex Retrieval Queries,twitter
"Find the users who have retweeted tweets that mention hashtags also used by users who follow ""Neo4j"".",Complex Retrieval Queries,twitter
"What is the text of the tweet that has been retweeted the most by users who have a similarity score greater than 0.5 to ""Tobias Lindaaker""?",Complex Retrieval Queries,twitter
"Which sources have been used in tweets that have been retweeted by users who have interacted with users who follow ""Neo4j""?",Complex Retrieval Queries,twitter
"List the hashtags that have been used in tweets that mention ""Tobias Lindaaker"" and have been posted by users with more than 5000 followers.",Complex Retrieval Queries,twitter
Which users have the highest 'betweenness' centrality?,Simple Aggregation Queries,twitter
What is the average number of followers for users who follow 'Neo4j'?,Simple Aggregation Queries,twitter
Find the top 5 users with the most followers.,Simple Aggregation Queries,twitter
What is the average number of tweets posted by users who follow 'Neo4j'?,Simple Aggregation Queries,twitter
What is the most common hashtag used in tweets that mention 'Neo4j'?,Simple Aggregation Queries,twitter
Which user has the highest 'betweenness' centrality among those followed by 'Neo4j'?,Simple Aggregation Queries,twitter
What is the average 'betweenness' centrality of users who have tweeted about 'education'?,Simple Aggregation Queries,twitter
Find the top 3 tweets with the most favorites.,Simple Aggregation Queries,twitter
What is the average number of favorites for tweets that use the hashtag 'education'?,Simple Aggregation Queries,twitter
"Which users have retweeted tweets containing the link ""https://twitter.com/i/web/status/13718150212657479""?",Simple Aggregation Queries,twitter
What is the average number of retweets for tweets posted by 'Neo4j'?,Simple Aggregation Queries,twitter
Find the tweets with the most retweets.,Simple Aggregation Queries,twitter
Which hashtags are most frequently used with the hashtag 'education'?,Simple Aggregation Queries,twitter
What is the average number of followers for users mentioned in tweets by 'Neo4j'?,Simple Aggregation Queries,twitter
List the top 5 users with the most tweets.,Simple Aggregation Queries,twitter
What is the time difference between the first and last tweets posted by 'Neo4j'?,Simple Aggregation Queries,twitter
Which users have mentioned 'Neo4j' in their tweets?,Simple Aggregation Queries,twitter
What is the average number of followers for users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
Find the tweets that have been retweeted the most by users followed by 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average 'similarity score' between 'Neo4j' and other users?,Simple Aggregation Queries,twitter
Which users have the highest similarity score to 'Neo4j'?,Simple Aggregation Queries,twitter
What is the average number of tweets posted by users who have a similarity score greater than 0.5 with 'Neo4j'?,Simple Aggregation Queries,twitter
Find the top 3 users with the highest 'similarity score' to users followed by 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have interacted with 'Neo4j'?,Simple Aggregation Queries,twitter
List the users who have interacted with 'Neo4j' and have a 'betweenness' centrality greater than 100.,Simple Aggregation Queries,twitter
What is the average number of tweets for users who have been retweeted by 'Neo4j'?,Simple Aggregation Queries,twitter
Find the tweets that have been retweeted by 'Neo4j' and contain the hashtag 'education'.,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have mentioned 'Neo4j' in their tweets?,Simple Aggregation Queries,twitter
What is the average number of favorites for tweets that mention users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
List the tweets that have been retweeted by users who have a 'similarity score' greater than 0.8 with 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have been mentioned in the same tweets as 'Neo4j'?,Simple Aggregation Queries,twitter
Find the users who have the most common followers with 'Neo4j'.,Simple Aggregation Queries,twitter
"What is the average 'betweenness' centrality of users who have retweeted tweets containing the link ""https://twitter.com/i/web/status/13718150212657479""?",Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have been retweeted by 'Neo4j'?,Simple Aggregation Queries,twitter
What is the average number of tweets posted by users who have been mentioned by users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
Find the tweets that have been favorited by users who have a 'similarity score' greater than 0.6 with 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have replied to 'Neo4j's tweets?,Simple Aggregation Queries,twitter
List the users who have replied to 'Neo4j's tweets and have a 'betweenness' centrality greater than 50.,Simple Aggregation Queries,twitter
What is the average number of tweets for users who have been mentioned by 'Neo4j' in their tweets?,Simple Aggregation Queries,twitter
Find the tweets that have been replied to by 'Neo4j' and contain the hashtag 'education'.,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have replied to tweets mentioning 'Neo4j'?,Simple Aggregation Queries,twitter
What is the average number of favorites for tweets that mention users who have interacted with 'Neo4j'?,Simple Aggregation Queries,twitter
List the tweets that have been retweeted by users who have replied to 'Neo4j's tweets.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have been mentioned in the same tweets as users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
Find the users who have the most common followers with users who have interacted with 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average 'betweenness' centrality of users who have retweeted tweets that mention users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have been retweeted by users who have interacted with 'Neo4j'?,Simple Aggregation Queries,twitter
What is the average number of tweets posted by users who have been mentioned by users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
Find the tweets that have been favorited by users who have a 'similarity score' greater than 0.7 with users who have interacted with 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have replied to tweets that mention users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
List the users who have replied to tweets that mention users followed by 'Neo4j' and have a 'betweenness' centrality greater than 30.,Simple Aggregation Queries,twitter
What is the average number of tweets for users who have been mentioned by users who have replied to 'Neo4j's tweets?,Simple Aggregation Queries,twitter
Find the tweets that have been replied to by users who have interacted with 'Neo4j' and contain the hashtag 'education'.,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have replied to tweets mentioning users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
What is the average number of favorites for tweets that mention users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
List the tweets that have been retweeted by users who have replied to tweets mentioning users followed by 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have been mentioned in the same tweets as users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
Find the users who have the most common followers with users who have replied to 'Neo4j's tweets.,Simple Aggregation Queries,twitter
What is the average 'betweenness' centrality of users who have retweeted tweets that mention users who have interacted with 'Neo4j'?,Simple Aggregation Queries,twitter
Which users have the highest 'similarity score' to users who have been retweeted by users who have replied to 'Neo4j's tweets?,Simple Aggregation Queries,twitter
What is the average number of tweets posted by users who have been mentioned by users who have retweeted tweets mentioning users followed by 'Neo4j'?,Simple Aggregation Queries,twitter
Find the tweets that have been favorited by users who have a 'similarity score' greater than 0.9 with users who have replied to tweets mentioning users followed by 'Neo4j'.,Simple Aggregation Queries,twitter
What is the average number of followers for users who have replied to tweets that mention users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
List the users who have replied to tweets that mention users who have retweeted 'Neo4j's tweets and have a 'betweenness' centrality greater than 10.,Simple Aggregation Queries,twitter
What is the average number of tweets for users who have been mentioned by users who have replied to tweets mentioning users who have retweeted 'Neo4j's tweets?,Simple Aggregation Queries,twitter
